batch_size,learning_rate,rank,alpha,parameters,trainable_parameters,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,eval_loss,eval_accuracy,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second
16,3e-05,16,4,4402562,16384,16.2918,900.575,56.47,2869519875264.0,0.0021481511871451918,4.0,4.477648735046387,0.7132352941176471,0.8040201005025126,1.4152,288.294,18.372
32,0.0003,16,4,4402562,16384,12.0239,1220.237,38.257,3020516280432.0,0.0013435365065284396,4.0,4.539222240447998,0.7132352941176471,0.8059701492537313,1.3209,308.888,9.842
32,0.0001,16,4,4402562,16384,11.9234,1230.52,38.58,3020516280432.0,0.0014702076497285263,4.0,4.495631694793701,0.7107843137254902,0.802675585284281,1.3495,302.341,9.633
32,5e-05,16,4,4402562,16384,12.3907,1184.116,37.125,3020516280432.0,0.0014264855695807416,4.0,4.484711170196533,0.7132352941176471,0.8040201005025126,1.4701,277.525,8.843
32,3e-05,16,4,4402562,16384,12.4671,1176.855,36.897,3020516280432.0,0.0014033027317212976,4.0,4.480526924133301,0.7132352941176471,0.8040201005025126,1.3404,304.384,9.698
64,0.0003,16,4,4402562,16384,10.4642,1402.117,22.171,3155982747120.0,0.0003293336786586663,4.0,4.576196193695068,0.7181372549019608,0.8080133555926544,1.3055,312.525,5.362
64,0.0001,16,4,4402562,16384,10.443,1404.964,22.216,3155982747120.0,0.000765906711076868,4.0,4.514721393585205,0.7156862745098039,0.8060200668896321,1.2977,314.393,5.394
64,5e-05,16,4,4402562,16384,11.0925,1322.7,20.915,3155982747120.0,0.0008309367273388238,4.0,4.495294094085693,0.7132352941176471,0.8040201005025126,1.2877,316.837,5.436
64,3e-05,16,4,4402562,16384,10.3842,1412.92,22.342,3155982747120.0,0.000852691266557266,4.0,4.487023830413818,0.7132352941176471,0.8040201005025126,1.284,317.752,5.452
128,0.0003,16,4,4402562,16384,9.9226,1478.648,11.691,3294028937808.0,0.0010407721174174342,4.0,4.526828765869141,0.7132352941176471,0.8040201005025126,1.2764,319.648,3.134
128,0.0001,16,4,4402562,16384,9.6767,1516.219,11.988,3294028937808.0,0.0010343135559353336,4.0,4.493875026702881,0.7132352941176471,0.8040201005025126,1.2617,323.385,3.17
128,5e-05,16,4,4402562,16384,9.676,1516.333,11.988,3294028937808.0,0.0010296779459920422,4.0,4.484272480010986,0.7132352941176471,0.8040201005025126,1.3047,312.718,3.066
128,3e-05,16,4,4402562,16384,9.6323,1523.213,12.043,3294028937808.0,0.0010284190547877345,4.0,4.480259895324707,0.7132352941176471,0.8040201005025126,1.2929,315.571,3.094
8,0.0003,16,8,4402562,16384,24.6339,595.603,74.532,2713064774112.0,0.0056958739079487905,4.0,4.699648857116699,0.6936274509803921,0.787052810902896,1.4706,277.434,34.679
8,0.0001,16,8,4402562,16384,24.3687,602.084,75.343,2713064774112.0,0.0018101208124889066,4.0,4.493375778198242,0.7058823529411765,0.8006644518272426,1.4539,280.621,35.078
8,5e-05,16,8,4402562,16384,24.5077,598.669,74.915,2713064774112.0,0.0018445686574148782,4.0,4.470546722412109,0.7107843137254902,0.8033333333333333,1.4895,273.92,34.24
8,3e-05,16,8,4402562,16384,24.0027,611.265,76.491,2713064774112.0,0.001762180733200252,4.0,4.469058513641357,0.7107843137254902,0.8033333333333333,1.4414,283.05,35.381
16,0.0003,16,8,4402562,16384,15.9632,919.114,57.633,2869519875264.0,0.004052153618439384,4.0,4.514338970184326,0.7009803921568627,0.7946127946127947,1.385,294.575,18.772
16,0.0001,16,8,4402562,16384,15.9698,918.737,57.609,2869519875264.0,0.0029729085771933845,4.0,4.489678382873535,0.7205882352941176,0.8106312292358804,1.393,292.897,18.665
16,5e-05,16,8,4402562,16384,15.9311,920.966,57.749,2869519875264.0,0.0023385514140776965,4.0,4.491797924041748,0.7156862745098039,0.8066666666666666,1.3317,306.369,19.524
16,3e-05,16,8,4402562,16384,16.6834,879.436,55.145,2869519875264.0,0.0022143568924587707,4.0,4.484348773956299,0.7181372549019608,0.8080133555926544,1.4022,290.973,18.542
32,0.0003,16,8,4402562,16384,12.8509,1141.707,35.795,3020516280432.0,0.001217997592428456,4.0,4.569864273071289,0.7083333333333334,0.802653399668325,1.319,309.332,9.856
32,0.0001,16,8,4402562,16384,12.5706,1167.17,36.593,3020516280432.0,0.0016148616438326627,4.0,4.521339416503906,0.7132352941176471,0.8046744574290484,1.3129,310.765,9.902
32,5e-05,16,8,4402562,16384,12.4316,1180.217,37.002,3020516280432.0,0.0014787593613500181,4.0,4.498528957366943,0.7107843137254902,0.802675585284281,1.3128,310.785,9.902
32,3e-05,16,8,4402562,16384,12.4879,1174.901,36.836,3020516280432.0,0.0014433018539262855,4.0,4.4887003898620605,0.7132352941176471,0.8040201005025126,1.3016,313.468,9.988
64,0.0003,16,8,4402562,16384,10.4895,1398.726,22.117,3155982747120.0,3.150899609518719e-06,4.0,4.668979167938232,0.7205882352941176,0.81,1.3168,309.854,5.316
64,0.0001,16,8,4402562,16384,10.4444,1404.766,22.213,3155982747120.0,0.0005951254018421831,4.0,4.578502655029297,0.7181372549019608,0.8080133555926544,1.3381,304.914,5.231
64,5e-05,16,8,4402562,16384,10.2413,1432.632,22.653,3155982747120.0,0.000776583521530546,4.0,4.532897472381592,0.7156862745098039,0.8060200668896321,1.3388,304.751,5.229
64,3e-05,16,8,4402562,16384,10.3871,1412.527,22.335,3155982747120.0,0.0008278947708935573,4.0,4.511373519897461,0.7132352941176471,0.8040201005025126,1.2943,315.231,5.408
128,0.0003,16,8,4402562,16384,9.8574,1488.425,11.768,3294028937808.0,0.001111334254001749,4.0,4.607846260070801,0.7132352941176471,0.8040201005025126,1.3371,305.14,2.992
128,0.0001,16,8,4402562,16384,9.6459,1521.054,12.026,3294028937808.0,0.001048923309507041,4.0,4.5354323387146,0.7132352941176471,0.8040201005025126,1.2942,315.261,3.091
128,5e-05,16,8,4402562,16384,10.4206,1407.981,11.132,3294028937808.0,0.0010389515423569187,4.0,4.50792932510376,0.7132352941176471,0.8040201005025126,1.2847,317.58,3.114
128,3e-05,16,8,4402562,16384,9.8086,1495.828,11.826,3294028937808.0,0.001036249293849386,4.0,4.495173454284668,0.7132352941176471,0.8040201005025126,1.2771,319.478,3.132
8,0.0003,16,16,4402562,16384,24.5924,596.606,74.657,2713064774112.0,0.01532866518481884,4.0,4.060374736785889,0.7034313725490197,0.7917383820998278,1.5223,268.011,33.501
8,0.0001,16,16,4402562,16384,24.3838,601.712,75.296,2713064774112.0,0.003228686636309738,4.0,4.462459087371826,0.7034313725490197,0.7938671209540034,1.5097,270.26,33.783
8,5e-05,16,16,4402562,16384,25.0713,585.21,73.231,2713064774112.0,0.0018366104083045432,4.0,4.496100425720215,0.7083333333333334,0.8019966722129783,1.4433,282.676,35.335
8,3e-05,16,16,4402562,16384,24.8135,591.29,73.992,2713064774112.0,0.0018682909687100413,4.0,4.486209869384766,0.7058823529411765,0.8006644518272426,1.4593,279.589,34.949
16,0.0003,16,16,4402562,16384,16.3981,894.737,56.104,2869519875264.0,0.009409674872522769,4.0,4.448988437652588,0.6838235294117647,0.7787307032590052,1.3865,294.256,18.752
16,0.0001,16,16,4402562,16384,16.2314,903.925,56.68,2869519875264.0,0.0035963843698086947,4.0,4.505161285400391,0.7083333333333334,0.8033057851239669,1.4224,286.831,18.278
16,5e-05,16,16,4402562,16384,16.2251,904.277,56.702,2869519875264.0,0.002990104905937029,4.0,4.501035690307617,0.7205882352941176,0.8106312292358804,1.4066,290.054,18.484
16,3e-05,16,16,4402562,16384,16.407,894.251,56.074,2869519875264.0,0.0024993203094472055,4.0,4.499875068664551,0.7181372549019608,0.8086522462562395,1.393,292.888,18.664
32,0.0003,16,16,4402562,16384,13.2187,1109.946,34.799,3020516280432.0,0.006544480634772259,4.0,4.747830867767334,0.7034313725490197,0.7993366500829188,1.332,306.308,9.76
32,0.0001,16,16,4402562,16384,12.6993,1155.337,36.222,3020516280432.0,0.0017960889183956644,4.0,4.596256732940674,0.7107843137254902,0.8033333333333333,1.4035,290.708,9.263
32,5e-05,16,16,4402562,16384,12.3725,1185.854,37.179,3020516280432.0,0.0015898753767428192,4.0,4.530797481536865,0.7132352941176471,0.8046744574290484,1.3277,307.292,9.791
32,3e-05,16,16,4402562,16384,12.3095,1191.922,37.369,3020516280432.0,0.0015107565599939098,4.0,4.507526397705078,0.7107843137254902,0.802675585284281,1.3549,301.136,9.595
64,0.0003,16,16,4402562,16384,10.3294,1420.407,22.46,3155982747120.0,6.741073587457729e-08,4.0,4.78765344619751,0.7058823529411765,0.7966101694915254,1.3052,312.592,5.363
64,0.0001,16,16,4402562,16384,10.2833,1426.779,22.561,3155982747120.0,0.0001174847290305228,4.0,4.678280830383301,0.7156862745098039,0.8073089700996677,1.3468,302.934,5.197
64,5e-05,16,16,4402562,16384,10.2505,1431.342,22.633,3155982747120.0,0.0006140075495530819,4.0,4.611323356628418,0.7156862745098039,0.8066666666666666,1.2785,319.125,5.475
64,3e-05,16,16,4402562,16384,10.3901,1412.114,22.329,3155982747120.0,0.0007627961579067953,4.0,4.566454887390137,0.7181372549019608,0.8080133555926544,1.3003,313.781,5.384
128,0.0003,16,16,4402562,16384,10.0213,1464.075,11.575,3294028937808.0,0.0012669709735903248,4.0,4.701114654541016,0.7107843137254902,0.802675585284281,1.279,318.996,3.127
128,0.0001,16,16,4402562,16384,9.6715,1517.033,11.994,3294028937808.0,0.0011318151293129757,4.0,4.619832515716553,0.7107843137254902,0.802675585284281,1.2855,317.396,3.112
128,5e-05,16,16,4402562,16384,9.6359,1522.64,12.038,3294028937808.0,0.001083059300636423,4.0,4.566175937652588,0.7132352941176471,0.8040201005025126,1.3198,309.138,3.031
128,3e-05,16,16,4402562,16384,10.0653,1457.675,11.525,3294028937808.0,0.001053110150427654,4.0,4.536083698272705,0.7132352941176471,0.8040201005025126,1.2886,316.62,3.104
